District,Size,Price
Ауэзовский,70,23000000
Бостандыкский,31,13500000
Ауэзовский,74,20800000
Алмалинский,70,23700000
Ауэзовский,70,24500000
Медеуский,45,24000000
Алмалинский,53,24500000
Ауэзовский,60,16500000
Медеуский,71,33000000
Бостандыкский,50,23300000
Алмалинский,43,19300000
Бостандыкский,62,25500000
Алмалинский,73,31000000
Ауэзовский,70,23900000
Алмалинский,45,22300000
Бостандыкский,55,16800000
Алмалинский,60,17800000
Алмалинский,40,15800000
Бостандыкский,83,34000000
Ауэзовский,83,34600000
Алмалинский,44,16800000
Алмалинский,135,63000000
Алмалинский,75,25200000
Бостандыкский,125,62000000
Алмалинский,61,21500000
Бостандыкский,38,17400000
Бостандыкский,117,50000000
Медеуский,109,57000000
Бостандыкский,43,15300000
Ауэзовский,42,16500000
Медеуский,52,28000000
Бостандыкский,100,65000000
Ауэзовский,32,11800000
Турксибский,80,16300000
Турксибский,68,14300000
Ауэзовский,43,13200000
Алмалинский,70,20800000
Бостандыкский,44,16500000
Алмалинский,113,44500000
Ауэзовский,62,24000000
Ауэзовский,33,12000000
Жетысуский,42,11700000
Алатауский,71,19900000
Алмалинский,78,27000000
Медеуский,52,28000000
Алмалинский,64,20500000
Ауэзовский,76,27000000
Алмалинский,74,23000000
Алмалинский,83,35900000
Ауэзовский,70,20800000
Медеуский,140,73000000
Алатауский,76,17500000
Бостандыкский,70,32000000
Алмалинский,31,15800000
Алмалинский,90,34000000
Ауэзовский,70,18800000
Алмалинский,85,32500000
Алмалинский,93,36000000
Алмалинский,72,32700000
Алмалинский,55,21500000
Ауэзовский,67,23500000
Алмалинский,70,22500000
Ауэзовский,59,17400000
Алмалинский,136,61000000
Бостандыкский,83,34500000
Алмалинский,61,23000000
Ауэзовский,51,17500000
Бостандыкский,45,16800000
Алмалинский,40,16500000
Ауэзовский,162,44999999
Медеуский,123,53000000
Ауэзовский,68,24500000
Алмалинский,82,33600000
Алатауский,57,18000000
Медеуский,157,70000000
Алмалинский,75,23300000
Алмалинский,53,18000000
Алмалинский,113,34800000
Ауэзовский,108,48999999
Медеуский,90,47000000
Ауэзовский,130,37000000
Ауэзовский,43,17000000
Бостандыкский,96,44799000
Ауэзовский,145,46999999
Алмалинский,64,21000000
Алмалинский,67,26500000
Ауэзовский,33,10900000
Бостандыкский,52,18000000
Алмалинский,66,25500000
Ауэзовский,56,21500000
Ауэзовский,43,12800000
Медеуский,72,31000000
Алмалинский,61,18500000
Медеуский,130,73000000
Ауэзовский,70,24000000
Алмалинский,54,18000000
Медеуский,55,22500000
Ауэзовский,108,48999999
Ауэзовский,50,18500000
Бостандыкский,40,16900000
Ауэзовский,60,16500000
Ауэзовский,164,61000000
Ауэзовский,43,16400000
Ауэзовский,58,27500000
Алмалинский,75,25500000
Ауэзовский,42,14900000
Ауэзовский,34,12200000
Ауэзовский,116,36500000
Медеуский,70,41000000
Алатауский,67,12000000
Бостандыкский,34,15000000
Ауэзовский,57,24500000
Жетысуский,39,10599999
Ауэзовский,42,17000000
Ауэзовский,108,40999999
Медеуский,52,28000000
Ауэзовский,105,48000000
Бостандыкский,100,43000000
Медеуский,145,82000000
Бостандыкский,53,20000000
Ауэзовский,74,36500000
Алмалинский,90,34000000
Алмалинский,52,17500000
Бостандыкский,33,12000000
Бостандыкский,38,17400000
Бостандыкский,88,35000000
Ауэзовский,65,24000000
Ауэзовский,59,15800000
Медеуский,114,65000000
Алмалинский,65,21500000
Алмалинский,55,16000000
Алмалинский,65,21500000
Алмалинский,65,21500000
Ауэзовский,115,41000000
Ауэзовский,46,14500000
Ауэзовский,51,19000000
Медеуский,140,98000000
Ауэзовский,56,19800000
Алмалинский,71,24000000
Алмалинский,75,25500000
Ауэзовский,41,16000000
Ауэзовский,43,15000000
Бостандыкский,116,65000000
Алмалинский,52,23700000
Ауэзовский,47,16800000
Ауэзовский,125,50500000
Алмалинский,65,21500000
Ауэзовский,53,19000000
Бостандыкский,67,29700000
Бостандыкский,43,16300000
Алатауский,68,15300000
Бостандыкский,53,19300000
Бостандыкский,88,45000000
Бостандыкский,47,22000000
Ауэзовский,160,46500000
Ауэзовский,58,18500000
Бостандыкский,104,52000000
Алмалинский,215,57999999
Медеуский,174,85000000
Бостандыкский,61,40000000
Турксибский,84,25000000
Алатауский,58,11000000
Ауэзовский,50,19000000
Бостандыкский,42,15500000
Бостандыкский,65,29900000
Алмалинский,65,21500000
Бостандыкский,62,24000000
Бостандыкский,65,38500000
Ауэзовский,43,14500000
Бостандыкский,92,36800000
Бостандыкский,73,37000000
Турксибский,65,18000000
Турксибский,68,19000000
Ауэзовский,86,28000000
Жетысуский,44,14500000
Медеуский,130,83800000
Медеуский,105,66500000
Жетысуский,71,15950000
Бостандыкский,90,30000000
Жетысуский,64,14700000
Ауэзовский,41,16000000
Бостандыкский,70,45000000
Бостандыкский,62,24000000
Жетысуский,62,14700000
Алмалинский,36,16800000
Наурызбайский,130,27000000
Алмалинский,64,19500000
Бостандыкский,40,15200000
Медеуский,38,16300000
Ауэзовский,52,17500000
Алмалинский,65,23000000
Бостандыкский,42,16400000
Ауэзовский,108,40999999
Ауэзовский,60,15000000
Алмалинский,70,24000000
Ауэзовский,54,19000000
Бостандыкский,82,41500000
Бостандыкский,43,16000000
Бостандыкский,52,27400000
Медеуский,88,54000000
Ауэзовский,81,29200000
Бостандыкский,62,19900000
Медеуский,114,59000000
Бостандыкский,120,65000000
Медеуский,43,15200000
Бостандыкский,50,21000000
Ауэзовский,145,46999999
Бостандыкский,98,59500000
Ауэзовский,92,38999999
Медеуский,63,33500000
Ауэзовский,73,27500000
Алмалинский,57,19400000
Бостандыкский,62,22500000
Бостандыкский,83,34000000
Бостандыкский,50,17300000
Алмалинский,70,24500000
Ауэзовский,117,35999999
Алмалинский,100,39000000
Бостандыкский,115,50000000
Медеуский,52,28000000
Ауэзовский,50,16000000
Ауэзовский,55,19000000
Алмалинский,84,37000000
Ауэзовский,33,10900000
Ауэзовский,58,16900000
Наурызбайский,44,13500000
Бостандыкский,53,22990000
Наурызбайский,69,22500000
Ауэзовский,33,12000000
Ауэзовский,95,36500000
Алмалинский,54,17300000
Ауэзовский,33,11700000
Медеуский,95,65000000
Медеуский,42,17800000
Медеуский,160,79000000
Медеуский,52,27000000
Медеуский,52,28000000
Медеуский,62,37000000
Турксибский,54,10800000
Жетысуский,37,10499999
Ауэзовский,40,13000000
Ауэзовский,70,18800000
Медеуский,71,55000000
Алмалинский,140,55000000
Бостандыкский,58,19000000
Ауэзовский,42,17000000
Бостандыкский,75,27500000
Наурызбайский,130,23500000
Медеуский,56,21700000
Алмалинский,63,25000000
Алмалинский,285,60000000
Медеуский,17,45000000
Ауэзовский,70,12000000
Бостандыкский,33,14000000
Жетысуский,31,15000000
Алмалинский,56,20000000
Бостандыкский,54,50000000
Жетысуский,102,17500000
Алмалинский,71,28000000
Медеуский,50,17500000
Алмалинский,51,51000000
Ауэзовский,145,13200000
Бостандыкский,40,70000000
Жетысуский,106,15500000
Бостандыкский,65,18000000
Бостандыкский,120,89000000
Медеуский,130,68075000
Ауэзовский,32,41800000
Бостандыкский,125,14500000
Бостандыкский,32,27700000
Бостандыкский,42,59500000
Ауэзовский,93,25000000
Ауэзовский,49,12000000
Алмалинский,33,19800000
Бостандыкский,66,72000000
Бостандыкский,132,43500000
Медеуский,84,67000000
Ауэзовский,151,16400000
Ауэзовский,51,17800000
Бостандыкский,52,70000000
Алмалинский,120,18500000
Бостандыкский,80,39000000
Алмалинский,35,15800000
Ауэзовский,34,12200000
Алатауский,88,22800000
Бостандыкский,45,19500000
Ауэзовский,48,21500000
Алмалинский,58,27000000
Ауэзовский,120,55555555
Алатауский,66,17000000
Медеуский,42,21000000
Бостандыкский,73,27000000
Жетысуский,75,26400000
Бостандыкский,137,88000000
Алмалинский,60,21760000
Ауэзовский,45,16000000
Медеуский,74,39000000
Бостандыкский,77,31000000
Медеуский,91,47000000
Ауэзовский,128,62500000
Жетысуский,107,18000000
Турксибский,44,11500000
Бостандыкский,63,25000000
Ауэзовский,84,33000000
Медеуский,48,16400000
Медеуский,34,20380000
Медеуский,73,37000000
Медеуский,45,15500000
Жетысуский,63,17000000
Медеуский,50,15500000
Алмалинский,40,13000000
Алмалинский,32,21000000
Алмалинский,78,75000000
Медеуский,38,22000000
Медеуский,79,60000000
Медеуский,100,58000000
Медеуский,84,45000000
Медеуский,85,38000000
Медеуский,75,36000000
Медеуский,45,22500000
Бостандыкский,74,34775000
Бостандыкский,125,63500000
Бостандыкский,137,70000000
Бостандыкский,125,63500000
Ауэзовский,117,49300000
Медеуский,85,77000000
Медеуский,46,23000000
Ауэзовский,84,40000000
Бостандыкский,189,85000000
Бостандыкский,50,21000000
Бостандыкский,93,67000000
Бостандыкский,100,68000000
Ауэзовский,54,15200000
Ауэзовский,72,21500000
Ауэзовский,50,21300000
Турксибский,34,10500000
Бостандыкский,150,90000000
Турксибский,49,11700000
Бостандыкский,62,29000000
Бостандыкский,62,24000000
Бостандыкский,42,18400000
Ауэзовский,102,45000000
Турксибский,67,19000000
Бостандыкский,88,38000000
Алмалинский,18,11500000
Бостандыкский,65,31000000
Бостандыкский,96,61000000
Алмалинский,33,16800000
Турксибский,35,11200000
Алмалинский,60,28000000
Ауэзовский,77,30000000
Алатауский,75,16000000
Турксибский,101,37000000
Медеуский,60,19000000
Жетысуский,75,25000000
Алмалинский,49,22800000
Ауэзовский,50,18499000
Алмалинский,87,36000000
Бостандыкский,33,13000000
Ауэзовский,134,65380000
Ауэзовский,52,19400000
Алмалинский,90,44500000
Медеуский,117,78000000
Бостандыкский,72,38500000
Ауэзовский,40,14800000
Бостандыкский,44,16400000
Ауэзовский,53,18899999
Медеуский,71,55000000
Бостандыкский,71,32300000
Бостандыкский,63,34500000
Ауэзовский,45,14600000
Бостандыкский,82,36000000
Бостандыкский,110,61000000
Бостандыкский,68,36000000
Алмалинский,65,23000000
Алатауский,80,29000000
Медеуский,62,37000000
Ауэзовский,54,19500000
Бостандыкский,83,41500000
Ауэзовский,55,18500000
Бостандыкский,64,26000000
Ауэзовский,33,11700000
Алмалинский,56,19800000
Бостандыкский,32,14500000
Медеуский,78,52000000
Ауэзовский,145,44000000
Ауэзовский,41,14000000
Бостандыкский,34,16800000
Бостандыкский,90,38000000
Бостандыкский,59,22000000
Алмалинский,95,43500000
Бостандыкский,31,14200000
Ауэзовский,48,15000000
Медеуский,71,44000000
Ауэзовский,75,27000000
Бостандыкский,68,36000000
Ауэзовский,80,29000000
Алмалинский,66,19800000
Алмалинский,57,20000000
Медеуский,220,70500000
Ауэзовский,42,13400000
Медеуский,118,33000000
Бостандыкский,40,16300000
Бостандыкский,139,80000000
Медеуский,101,48700000
Бостандыкский,34,13500000
Медеуский,115,72000000
Бостандыкский,38,17800000
Бостандыкский,80,39000000
Турксибский,63,18300000
Алмалинский,84,38000000
Бостандыкский,49,15400000
Бостандыкский,45,25500000
Алмалинский,46,22000000
Ауэзовский,63,23000000
Бостандыкский,57,44500000
Бостандыкский,82,41700000
Бостандыкский,59,22400000
Ауэзовский,50,20000000
Медеуский,88,30000000
Бостандыкский,57,44500000
Медеуский,48,35000000
Ауэзовский,57,18300000
Жетысуский,40,10500000
Бостандыкский,106,66000000
Бостандыкский,90,30000000
Бостандыкский,73,37000000
Медеуский,70,41000000
Ауэзовский,55,19000000
Бостандыкский,100,51500000
Жетысуский,52,15000000
Бостандыкский,87,36500000
Ауэзовский,46,17500000
Ауэзовский,94,25000000
Ауэзовский,116,49500000
Ауэзовский,52,20500000
Ауэзовский,44,14200000
Ауэзовский,60,20500000
Бостандыкский,53,29000000
Ауэзовский,53,19500000
Ауэзовский,45,14000000
Бостандыкский,70,36500000
Медеуский,71,41000000
Ауэзовский,43,15000000
Жетысуский,68,18500000
Алмалинский,50,23500000
Алмалинский,52,17800000
Ауэзовский,117,36300000
Ауэзовский,44,15500000
Ауэзовский,43,14500000
Ауэзовский,54,17900000
Бостандыкский,48,23000000
Медеуский,44,26300000
Алмалинский,65,22000000
Жетысуский,65,22000000
Ауэзовский,50,17500000
Бостандыкский,70,30000000
Бостандыкский,52,22000000
Бостандыкский,103,55000000
Алмалинский,95,34000000
Бостандыкский,70,45380000
Бостандыкский,139,67000000
Бостандыкский,62,26900000
Турксибский,46,10500000
Турксибский,41,10300000
Ауэзовский,46,16000000
Бостандыкский,53,23380000
Медеуский,71,57000000
Алмалинский,60,17700000
Бостандыкский,72,24500000
Бостандыкский,54,28300000
Медеуский,132,55000000
Ауэзовский,41,16800000
Бостандыкский,32,16000000
Ауэзовский,58,15700000
Ауэзовский,80,26500000
Ауэзовский,43,16000000
Ауэзовский,41,14700000
Ауэзовский,140,58000000
Медеуский,30,16900000
Бостандыкский,80,36000000
Бостандыкский,32,14500000
Медеуский,114,65000000
Бостандыкский,85,42000000
Бостандыкский,42,12800000
Бостандыкский,60,22000000
Турксибский,77,30000000
Бостандыкский,68,26000000
Бостандыкский,70,30000000
Медеуский,140,98000000
Алмалинский,55,19000000
Бостандыкский,41,14300000
Бостандыкский,45,17000000
Ауэзовский,44,16500000
Медеуский,88,25000000
Медеуский,123,53000000
Наурызбайский,62,15000000
Бостандыкский,69,28800000
Ауэзовский,39,15500000
Бостандыкский,57,33000000
Ауэзовский,67,23500000
Бостандыкский,58,21500000
Бостандыкский,84,37800000
Медеуский,94,37300000
Бостандыкский,68,27300000
Медеуский,167,75000000
Наурызбайский,57,13500000
Медеуский,81,57000000
Алмалинский,68,24500000
Медеуский,60,30000000
Медеуский,69,33000000
Бостандыкский,74,32300000
Алмалинский,90,49000000
Бостандыкский,81,34000000
Ауэзовский,51,22000000
Ауэзовский,43,15400000
Наурызбайский,45,12700000
Бостандыкский,40,19000000
Ауэзовский,46,15500000
Бостандыкский,80,39000000
Бостандыкский,110,43000000
Медеуский,109,57000000
Медеуский,114,59000000
Бостандыкский,119,82500000
Алмалинский,42,17000000
Алмалинский,95,32000000
Бостандыкский,40,13400000
Бостандыкский,56,17500000
Алмалинский,42,17900000
Бостандыкский,60,21500000
Бостандыкский,97,65000000
Турксибский,58,17000000
Бостандыкский,45,15300000
Медеуский,130,85000000
Бостандыкский,40,17000000
Ауэзовский,48,17500000
Наурызбайский,56,20000000
Бостандыкский,100,48500555
Медеуский,80,42500000
Алмалинский,43,17000000
Бостандыкский,96,46000000
Алмалинский,32,13800000
Алмалинский,60,25000000
Бостандыкский,88,52000000
Ауэзовский,42,15000000
Бостандыкский,44,22000000
Алатауский,39,12500000
Алмалинский,32,17000000
Бостандыкский,69,24000000
Ауэзовский,42,13000000
Бостандыкский,95,39500000
Ауэзовский,71,28600000
Бостандыкский,57,29500000
Наурызбайский,60,13000000
Бостандыкский,65,25300000
Медеуский,53,25000000
Бостандыкский,50,24800000
Бостандыкский,45,12000000
Медеуский,72,31000000
Ауэзовский,91,38000000
Медеуский,57,12700000
Алмалинский,63,10800000
Алмалинский,70,21999999
Бостандыкский,48,29500000
Бостандыкский,45,17800000
Ауэзовский,102,39500000
Наурызбайский,60,14000000
Бостандыкский,90,38000000
Ауэзовский,41,13800000
Алмалинский,67,26500000
Бостандыкский,86,38000000
Алатауский,88,24000000
Алмалинский,59,21000000
Бостандыкский,80,38000000
Алмалинский,61,22000000
Бостандыкский,73,29000000
Алмалинский,74,27000000
Бостандыкский,42,12800000
Бостандыкский,94,43300000
Бостандыкский,43,18300000
Жетысуский,63,15500000
Наурызбайский,50,13000000
Медеуский,51,16000000
Бостандыкский,99,41000000
Бостандыкский,43,27000000
Бостандыкский,38,16500000
Бостандыкский,46,23300000
Алмалинский,51,21400000
Алмалинский,44,16000000
Ауэзовский,47,21500000
Турксибский,43,10500000
Бостандыкский,76,29000000
Алатауский,50,26000000
Бостандыкский,49,18400000
Бостандыкский,39,24000000
Бостандыкский,113,87900000
Бостандыкский,52,20400000
Бостандыкский,43,19000000
Жетысуский,64,15399999
Медеуский,70,32500000
Бостандыкский,40,15200000
Наурызбайский,125,25000000
Алмалинский,47,17400000
Ауэзовский,58,16900000
Ауэзовский,54,25000000
Бостандыкский,69,28800000
Алатауский,140,22000000
Алмалинский,57,22200000
Бостандыкский,58,20500000
Алмалинский,48,19500000
Ауэзовский,43,16000000
Бостандыкский,65,27000000
Алатауский,67,17500000
Алмалинский,64,25000000
Бостандыкский,100,55000000
Ауэзовский,44,13500000
Наурызбайский,135,25000000
Алатауский,58,21500000
Медеуский,57,19500000
Ауэзовский,43,14500000
Алмалинский,43,16300000
Алатауский,48,13500000
Бостандыкский,80,32000000
Ауэзовский,62,24990000
Медеуский,118,39000000
Алмалинский,55,22500000
Бостандыкский,52,23500000
Медеуский,71,30399000
Бостандыкский,104,49500000
Бостандыкский,35,12400000
Алмалинский,65,23700000
Ауэзовский,43,17500000
Ауэзовский,44,12100000
Бостандыкский,100,40000000
Бостандыкский,96,48000000
Бостандыкский,85,49000000
Ауэзовский,82,26500000
Бостандыкский,61,33000000
Бостандыкский,38,17400000
Ауэзовский,44,17500000
Бостандыкский,38,17000000
Алмалинский,82,33600000
Бостандыкский,48,29000000
Ауэзовский,52,18400000
Медеуский,115,65000000
Алмалинский,26,12800000
Алмалинский,78,27000000
Бостандыкский,97,45000000
Ауэзовский,47,14200000
Бостандыкский,58,17900000
Бостандыкский,156,59900000
Медеуский,41,16200000
Бостандыкский,96,46000000
Турксибский,80,15600000
Медеуский,60,29000000
Жетысуский,54,18399999
Бостандыкский,107,44000000
Бостандыкский,80,55000000
Бостандыкский,55,19400000
Алмалинский,43,18000000
Бостандыкский,105,44000000
Медеуский,130,90000000
Бостандыкский,75,45000000
Бостандыкский,38,21000000
Бостандыкский,72,34500000
Бостандыкский,119,58000000
Ауэзовский,70,25000000
Жетысуский,60,19699999
Бостандыкский,101,53000000
Бостандыкский,162,90000000
Ауэзовский,41,15500000
Бостандыкский,60,22500000
Бостандыкский,57,21500000
Бостандыкский,102,53800000
Жетысуский,64,15799999
Бостандыкский,47,22000000
Медеуский,69,28000000
Бостандыкский,60,23500000
Бостандыкский,58,21000000
Медеуский,60,27000000
Бостандыкский,133,75000000
Алмалинский,81,35000000
Жетысуский,62,18000000
Алмалинский,44,17900000
Ауэзовский,45,12500000
Бостандыкский,80,50000000
Турксибский,76,25000000
Алмалинский,56,19800000
Жетысуский,42,17500000
Бостандыкский,80,38000000
Ауэзовский,47,14900000
Турксибский,76,24000000
Жетысуский,50,17999999
Ауэзовский,74,36500000
Турксибский,78,23000000
Турксибский,85,22500000
Медеуский,115,72000000
Турксибский,63,18000000
Бостандыкский,69,37000000
Бостандыкский,55,21499000
Ауэзовский,65,20000000
Бостандыкский,155,95000000
Бостандыкский,38,16000000
Медеуский,34,17200000
Наурызбайский,117,29990000
Алмалинский,53,22000000
Ауэзовский,58,17000000
Алмалинский,83,31125000
Турксибский,43,15000000
Ауэзовский,63,27500000
Алатауский,67,18500000
Ауэзовский,58,15000000
Алмалинский,32,12000000
Ауэзовский,60,21400000
Алмалинский,56,22300000
Ауэзовский,104,30000000
Ауэзовский,60,16500000
Алмалинский,50,25500000
Ауэзовский,121,49000000
Алмалинский,60,20000000
Ауэзовский,60,15000000
Алмалинский,67,18900000
Ауэзовский,70,22000000
Алмалинский,33,13600000
Ауэзовский,58,15500000
Алмалинский,55,24000000
Алмалинский,48,16200000
Жетысуский,52,16168000
Ауэзовский,77,29000000
Алмалинский,48,25400000
Алмалинский,69,28600000
Ауэзовский,94,29300000
Бостандыкский,83,34000000
Алмалинский,50,28000000
Ауэзовский,95,27500000
Медеуский,150,76000000
Бостандыкский,100,44900000
Алмалинский,70,22400000
Ауэзовский,44,14300000
Алмалинский,76,25500000
Турксибский,78,19990000
Ауэзовский,102,22200000
Алмалинский,113,34800000
Бостандыкский,69,33999000
Ауэзовский,42,16500000
Алмалинский,55,22300000
Алатауский,47,12500000
Ауэзовский,110,38000000
Алмалинский,75,24500000
Ауэзовский,58,15800000
Бостандыкский,82,41500000
Бостандыкский,145,61000000
Алмалинский,53,26000000
Алмалинский,72,24000000
Алмалинский,53,22500000
Бостандыкский,40,13300000
Наурызбайский,93,22000000
Жетысуский,39,11000000
Наурызбайский,108,19500000
Бостандыкский,83,34500000
Бостандыкский,65,30000000
Алмалинский,85,32500000
Турксибский,45,12500000
Турксибский,55,14500000
Ауэзовский,70,25000000
Алатауский,47,12500000
Бостандыкский,47,22000000
Турксибский,76,25000000
Турксибский,30,10500000
Алмалинский,75,25500000
Бостандыкский,54,26250000
Турксибский,85,25000000
Бостандыкский,90,36000000
Ауэзовский,44,12300000
Медеуский,90,57000000
Алмалинский,70,20000000
Алмалинский,45,24900000
Турксибский,100,25000000
Алмалинский,68,24500000
Бостандыкский,88,15500000
Бостандыкский,79,38000000
Алмалинский,70,25500000
Алмалинский,45,40600000
Бостандыкский,100,27800000
Ауэзовский,87,21300000
Бостандыкский,68,58000000
Бостандыкский,274,41500000
Ауэзовский,56,25500000
Ауэзовский,135,32000000
Ауэзовский,83,11000000
Ауэзовский,90,23000000
Ауэзовский,33,25700000
Бостандыкский,70,21499999
Бостандыкский,136,21000000
Алатауский,51,15300000
Медеуский,48,10000000
Бостандыкский,150,50000000
Алмалинский,64,25000000
Турксибский,68,16000000
Ауэзовский,70,25000000
Бостандыкский,76,35000000
Ауэзовский,84,29500000
Алмалинский,97,34500000
Ауэзовский,71,25000000
Ауэзовский,56,11300000
Бостандыкский,114,42000000
Ауэзовский,82,31000000
Бостандыкский,59,21500000
Алмалинский,67,27800000
Алмалинский,43,18000000
Турксибский,44,12000000
Турксибский,46,13500000
Ауэзовский,33,13300000
Бостандыкский,57,17600000
Турксибский,44,13500000
Бостандыкский,44,15000000
Ауэзовский,65,23500000
Турксибский,64,18000000
Ауэзовский,54,20000000
Ауэзовский,43,15000000
Ауэзовский,45,14000000
Ауэзовский,70,22000000
Алмалинский,120,43000000
Ауэзовский,70,25000000
Ауэзовский,59,16500000
Ауэзовский,47,15000000
Ауэзовский,40,12000000
Бостандыкский,116,51500000
Алмалинский,64,26500000
Алмалинский,57,20000000
Медеуский,146,73200000
Бостандыкский,49,26000000
Алмалинский,66,21000000
Бостандыкский,140,57500000
Медеуский,43,16000000
Алатауский,62,19000000
Ауэзовский,55,18300000
Ауэзовский,70,24500000
Медеуский,73,27000000
Ауэзовский,104,36000000
Бостандыкский,43,16800000
Ауэзовский,81,29500000
Ауэзовский,83,30000000
Бостандыкский,45,27999000
Ауэзовский,72,22800000
Алмалинский,43,25000000
Бостандыкский,85,39700000
Алмалинский,43,14500000
Жетысуский,50,15500000
Алмалинский,76,34000000
Наурызбайский,45,18500000
Ауэзовский,74,20800000
Бостандыкский,62,19400000
Медеуский,70,33000000
Алатауский,45,14200000
Алмалинский,41,25000000
Бостандыкский,75,28500000
Турксибский,48,14000000
Ауэзовский,43,14000000
Бостандыкский,100,48000000
Алмалинский,56,18500000
Турксибский,56,15500000
Бостандыкский,156,49000000
Алмалинский,53,25000000
Алмалинский,53,25000000
Бостандыкский,112,73000000
Бостандыкский,140,91000000
Алмалинский,30,12000000
Алмалинский,40,15000000
Алмалинский,70,26500000
Бостандыкский,87,34000000
Алмалинский,41,13700000
Алатауский,51,11800000
Алмалинский,40,15300000
Бостандыкский,56,17500000
Медеуский,84,40000000
Алмалинский,74,40000000
Ауэзовский,40,11000000
Медеуский,90,65000000
Алмалинский,55,22000000
Ауэзовский,147,45000000
Ауэзовский,70,23499999
Алмалинский,51,21400000
Жетысуский,84,21000000
Турксибский,53,12500000
Турксибский,45,14700000
Алмалинский,54,21500000
Бостандыкский,52,17000000
Ауэзовский,90,30000000
Алмалинский,56,23500000
Медеуский,86,43000000
Бостандыкский,90,39000000
Медеуский,155,75500000
Ауэзовский,30,10500000
Ауэзовский,80,25000000
Алмалинский,40,16900000
Бостандыкский,53,23380000
Алатауский,52,11800000
Турксибский,46,13000000
Бостандыкский,43,15900000
Медеуский,54,23000000
Бостандыкский,57,17600000
Ауэзовский,49,14500000
Алмалинский,110,46600000
Турксибский,51,16000000
Алмалинский,71,29400000
Бостандыкский,56,22400000
Ауэзовский,47,17500000
Алмалинский,52,19300000
Медеуский,151,80000000
Бостандыкский,87,36000000
Медеуский,80,51000000
Бостандыкский,110,60000000
Бостандыкский,151,69000000
Жетысуский,43,13500000
Жетысуский,37,10500000
Бостандыкский,73,23400000
Ауэзовский,56,18000000
Турксибский,52,15500000
Алмалинский,87,24000000
Бостандыкский,78,26000000
Турксибский,44,12000000
Алмалинский,114,43396000
Алмалинский,53,26000000
Алмалинский,43,10800000
Алмалинский,43,21500000
Жетысуский,42,11800000
Ауэзовский,61,17400000
Турксибский,52,16000000
Медеуский,62,21000000
Алмалинский,68,17900000
Ауэзовский,45,15400000
Алмалинский,90,44500000
Бостандыкский,32,11999999
Бостандыкский,65,29900000
Алмалинский,46,20000000
Ауэзовский,32,13500000
Бостандыкский,54,34500000
Бостандыкский,55,21500000
Ауэзовский,76,27500000
Ауэзовский,45,15000000
Ауэзовский,43,14000000
Ауэзовский,43,13000000
Медеуский,132,68000000
Ауэзовский,32,11000000
Бостандыкский,42,16100000
Ауэзовский,43,15000000
Ауэзовский,43,12500000
Ауэзовский,45,12800000
Медеуский,76,45000000
Ауэзовский,32,10500000
Медеуский,145,72000000
Бостандыкский,106,65000000
Медеуский,105,52000000
Ауэзовский,47,20500000
Бостандыкский,70,26000000
Турксибский,67,11900000
Ауэзовский,100,35000000
Ауэзовский,124,46000000
Алатауский,100,38700000
Ауэзовский,78,29000000
Бостандыкский,41,10500000
Ауэзовский,106,37500000
Ауэзовский,70,25500000
Ауэзовский,110,45000000
Ауэзовский,82,31000000
Алмалинский,50,23500000
Медеуский,33,30500000
Ауэзовский,56,17000000
Алмалинский,113,44500000
Алмалинский,53,19000000
Ауэзовский,71,30500000
Медеуский,63,36000000
Алмалинский,70,25900000
Медеуский,50,26000000
Ауэзовский,40,13500000
Турксибский,42,14000000
Медеуский,40,23000000
Ауэзовский,51,24000000
Медеуский,78,75000000
Ауэзовский,136,16500000
Медеуский,60,13400000
Жетысуский,43,11450000
Бостандыкский,34,85000000
Бостандыкский,144,20000000
Жетысуский,33,15300000
Бостандыкский,51,12000000
Бостандыкский,39,69000000
Медеуский,116,95000000
Ауэзовский,136,14000000
Алатауский,43,11000000
Бостандыкский,150,33000000
Алмалинский,72,43290000
Алмалинский,58,19500000
Алмалинский,58,19000000
Бостандыкский,39,12000000
Бостандыкский,73,31500000
Алмалинский,70,28000000
Ауэзовский,50,16300000
Ауэзовский,58,16400000
Турксибский,55,22000000
Бостандыкский,80,38000000
Ауэзовский,56,18500000
Бостандыкский,62,21400000
Алмалинский,49,18800000
Алмалинский,62,32500000
Бостандыкский,73,24500000
Бостандыкский,62,22500000
Алмалинский,32,12000000
Ауэзовский,32,11999999
Наурызбайский,98,21000000
Медеуский,44,24000000
Ауэзовский,58,16900000
Медеуский,54,30000000
Алмалинский,52,19400000
Ауэзовский,52,21400000
Ауэзовский,44,15800000
Медеуский,54,22000000
Алатауский,67,19900000
Алмалинский,57,17300000
Бостандыкский,58,17900000
Бостандыкский,40,14000000
Медеуский,82,48000000
Бостандыкский,40,10800000
Алмалинский,64,25000000
Ауэзовский,44,12500000
Алмалинский,48,25400000
Бостандыкский,52,30200000
Алмалинский,48,16200000
Бостандыкский,108,47500000
Бостандыкский,67,27000000
Ауэзовский,62,17000000
Жетысуский,48,13500000
Ауэзовский,58,18400000
Бостандыкский,59,21000000
Бостандыкский,60,23500000
Бостандыкский,80,36000000
Алмалинский,55,20500000
Медеуский,70,32000000
Бостандыкский,119,58000000
Алмалинский,70,22500000
Бостандыкский,106,28800000
Алатауский,58,17200000
Бостандыкский,49,21000000
Ауэзовский,56,19900000
Алмалинский,51,26000000
